DEF: 38, Nature: NEGATIVE, IV:  0, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 12, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 13, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 13, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 13, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 13, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 13, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 13, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 13, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 13, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 14, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 14, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 14, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 14, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 14, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 14, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 14, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 14, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 15, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 15, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 15, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 15, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 15, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 15, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 15, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 15, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 16, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 16, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 16, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 16, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 16, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 16, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 16, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 16, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 17, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 17, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 17, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 17, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 17, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 17, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 17, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 17, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 18, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 18, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 18, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 18, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 18, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 18, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 18, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 18, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 19, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 19, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 19, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 19, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 19, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 19, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 19, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 19, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 20, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 20, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 20, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 20, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 20, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 20, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 20, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 20, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 21, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 21, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 21, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 21, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 21, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 21, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 21, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 21, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 22, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 22, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 22, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 22, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 22, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 22, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 22, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 22, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 23, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 23, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 23, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 23, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 23, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 23, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 23, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 23, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 24, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 24, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 24, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 24, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 24, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 24, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 24, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 24, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 25, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 25, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 25, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 25, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 25, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 25, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 25, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 25, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 26, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 26, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 26, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 26, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 26, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 26, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 26, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 26, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  1 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  2 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  3 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  4 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  5 ----> 48
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  6 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  7 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  8 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 27, Roll:  9 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 27, Roll: 10 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 27, Roll: 11 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 27, Roll: 12 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 27, Roll: 13 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 27, Roll: 14 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 27, Roll: 15 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 27, Roll: 16 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  1 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  2 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  3 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  4 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  5 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  6 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  7 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  8 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 28, Roll:  9 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 28, Roll: 10 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 28, Roll: 11 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 28, Roll: 12 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 28, Roll: 13 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 28, Roll: 14 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 28, Roll: 15 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 28, Roll: 16 ----> 60
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  1 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  2 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  3 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  4 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  5 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  6 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  7 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  8 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 29, Roll:  9 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 29, Roll: 10 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 29, Roll: 11 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 29, Roll: 12 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 29, Roll: 13 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 29, Roll: 14 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 29, Roll: 15 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 29, Roll: 16 ----> 60
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  1 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  2 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  3 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  4 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  5 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  6 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  7 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  8 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 30, Roll:  9 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 30, Roll: 10 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 30, Roll: 11 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 30, Roll: 12 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 30, Roll: 13 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 30, Roll: 14 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 30, Roll: 15 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 30, Roll: 16 ----> 60
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  1 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  2 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  3 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  4 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  5 ----> 50
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  6 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  7 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  8 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 31, Roll:  9 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 31, Roll: 10 ----> 54
DEF: 42, Nature: NEGATIVE, IV: 31, Roll: 11 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 31, Roll: 12 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 31, Roll: 13 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 31, Roll: 14 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 31, Roll: 15 ----> 56
DEF: 42, Nature: NEGATIVE, IV: 31, Roll: 16 ----> 60
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  1 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  2 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  3 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  4 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  5 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  6 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  7 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  8 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  0, Roll:  9 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  0, Roll: 10 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  0, Roll: 11 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  0, Roll: 12 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  0, Roll: 13 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  0, Roll: 14 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  0, Roll: 15 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  0, Roll: 16 ----> 60
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  1 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  2 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  3 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  4 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  5 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  6 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  7 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  8 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  1, Roll:  9 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  1, Roll: 10 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  1, Roll: 11 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  1, Roll: 12 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  1, Roll: 13 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  1, Roll: 14 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  1, Roll: 15 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  1, Roll: 16 ----> 60
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  1 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  2 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  3 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  4 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  5 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  6 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  7 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  8 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  2, Roll:  9 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  2, Roll: 10 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  2, Roll: 11 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  2, Roll: 12 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  2, Roll: 13 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  2, Roll: 14 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  2, Roll: 15 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  2, Roll: 16 ----> 60
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  1 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  2 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  3 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  4 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  5 ----> 50
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  6 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  7 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  8 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  3, Roll:  9 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  3, Roll: 10 ----> 54
DEF: 42, Nature: NEUTRAL, IV:  3, Roll: 11 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  3, Roll: 12 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  3, Roll: 13 ----> 56
DEF: 42, Nature: NEUTRAL, IV:  3, Roll: 14 ----> 56
